name,price,engineSize,year,mileage,fuelType,priceToEngineSizeRatio,link
Peugeot 3008 I,39900,1600,2016,173946,Diesel,24938,otomoto.pl/oferta/peugeot-3008-1-6-bluehdi-120km-lift-led-aso-fv23-2016r-bezwypadkowy-okazja-ID6BPijD.html
Volkswagen Golf VII,39900,1600,2015,120484,Diesel,24938,otomoto.pl/oferta/volkswagen-golf-comfortline-2015r-dealer-fv23-i-wl-ochrona-kosztow-napraw-ID6BKX7a.html
Toyota Auris II,34900,1400,2015,115179,Diesel,24929,otomoto.pl/oferta/toyota-auris-active-2015r-1-4-d-4d-polski-salon-aso-fv23-ID6BKWj7.html
Hyundai I30 II,34800,1396,2013,95000,Benzyna,24928,otomoto.pl/oferta/hyundai-i30-z-niemiec-oplacony-klimatronik-navi-kamera-100-oryginal-ID6BPhPd.html
Ford Mondeo Mk5,49777,1997,2015,193422,Diesel,24926,otomoto.pl/oferta/ford-mondeo-150km-navikamera-keylessgo-sam-parkujeled-grzanefot-chrompakiet-nowy-ID6BPd5t.html
Renault Kadjar,29900,1200,2016,19000,Benzyna,24917,otomoto.pl/oferta/renault-kadjar-10-2016-tce-automat-edc-xmod-servis-aso-arkamys-ID6BL7NE.html
BMW Seria 2,49700,1995,2015,177242,Diesel,24912,otomoto.pl/oferta/bmw-seria-2-150kmsportpanoramaklimatronikpdc3602kplalusamparkujeradar1wl-ID6Bv9lQ.html
Toyota Yaris III,33100,1329,2013,87090,Benzyna,24906,otomoto.pl/oferta/toyota-yaris-1-3-vvt-i-salon-polska-serwis-aso-klima-ID6BLU6T.html
Škoda Octavia III,49000,1968,2015,178893,Diesel,24898,otomoto.pl/oferta/skoda-octavia-2-0-tdi-salon-polska-1-wlasciciel-serwis-aso-181-km-ID6BPd12.html
Škoda Octavia III,39800,1600,2015,98977,Diesel,24875,otomoto.pl/oferta/skoda-octavia-1-6tdi-110km-ambition-podgrzewana-szyba-skoda-auto-gazda-rybnik-ID6BP9pZ.html
Citroën C4 Grand Picasso II,39800,1600,2014,158200,Diesel,24875,otomoto.pl/oferta/citroen-c4-grand-picasso-7-osobowy-bogate-wyposazenie-bezwypadkowy-serwisowany-oplacony-ID6BMrlZ.html
Suzuki Baleno,30893,1242,2017,37585,Benzyna,24874,otomoto.pl/oferta/suzuki-baleno-1-2-dualjet-salon-polska-1-wlasciciel-serwis-aso-ID6BOJeQ.html
Suzuki Baleno,30893,1242,2017,24601,Benzyna,24874,otomoto.pl/oferta/suzuki-baleno-1-2-dualjet-salon-polska-1-wlasciciel-serwis-aso-ID6BN5nL.html
Suzuki Baleno,30893,1242,2017,55677,Benzyna,24874,otomoto.pl/oferta/suzuki-baleno-1-2-dualjet-salon-polska-serwis-aso-vat-23-klima-ID6BMrFS.html
Audi A4 B8,48900,1968,2013,194302,Diesel,24848,otomoto.pl/oferta/audi-a4-s4-2-0-tdi-143-ps-full-opcja-sedan-piekna-nowka-ID6BKFtq.html
Škoda Octavia III,48900,1968,2015,138100,Diesel,24848,otomoto.pl/oferta/skoda-octavia-11-2015-ambtion-amazing-oryg-powl-lak-salonpl-serwisaso-fv23-ID6BNyex.html
Toyota Hilux,74000,2982,2011,174000,Diesel,24816,otomoto.pl/oferta/toyota-hilux-polski-salon-serwisowany-w-aso-ID6BPflr.html
Volvo V40 II,39700,1600,2014,105700,Diesel,24813,otomoto.pl/oferta/volvo-v40-ii-105700km-ksiazka-serwisowa-navi-1-6-diesel-115km-stan-bardzo-dobry-ID6BFiCE.html
Nissan Qashqai I,39700,1600,2013,147000,Diesel,24813,otomoto.pl/oferta/nissan-qashqai-i-way-131km-lifting-chrom-navi-4xkamera-360s-panorama-elekryka-alu-ID6BOirP.html
Porsche Panamera,119000,4800,2010,125600,Benzyna,24792,otomoto.pl/oferta/porsche-panamera-porsche-panamera-turbo-4-8-v8-500-km-polski-salon-ID6BPchh.html
Nissan Qashqai I,36200,1461,2011,170000,Diesel,24778,otomoto.pl/oferta/nissan-qashqai-1-5-dci-wersjatekna-pelne-wyposazenie-2011-r-lift-stan-bardzo-dobry-ID6BPk5i.html
Mazda 3 III,49500,1998,2014,79000,Benzyna,24775,otomoto.pl/oferta/mazda-3-klimatronik-serwisowana-ID6BMI0z.html
Ford Mondeo Mk4,39500,1596,2011,197500,Benzyna,24749,otomoto.pl/oferta/ford-mondeo-mondeo-2007-5-ID6BPcnd.html
Peugeot 308 T8,39599,1600,2015,108553,Diesel,24749,otomoto.pl/oferta/peugeot-308-wd7345k-1-6-bluehdi-120-km-serwisowany-mozliwy-leasing-ID6BOEGX.html
Honda Civic VIII,44500,1799,2013,55250,Benzyna,24736,otomoto.pl/oferta/honda-civic-1-8-i-vtec-salon-polska-serwis-aso-klimatronic-ID6BOr77.html
Volvo V40 II,48700,1969,2015,161500,Diesel,24733,otomoto.pl/oferta/volvo-v40-ID6BJIZo.html
Kia Sportage III,42000,1700,2011,230000,Diesel,24706,otomoto.pl/oferta/kia-sportage-kia-sportage-iii-1-wlasciciel-aso-klima-skorzana-tapicerka-ID6BPiN2.html
Nissan Qashqai I,39500,1600,2012,190000,Benzyna,24688,otomoto.pl/oferta/nissan-qashqai-1-6-benzyna-salon-polska-2012-2013-bezwypadkowy-4-kamery-panorama-dach-ID6BOCy0.html
Mercedes-Benz Klasa C W204,39500,1600,2009,125000,Benzyna,24688,otomoto.pl/oferta/mercedes-benz-klasa-c-mercedes-benz-w204-c180kompressor-2009r-salonpl-ID6BzjFw.html
Opel Astra J,34500,1398,2013,69313,Benzyna,24678,otomoto.pl/oferta/opel-astra-1-4-16v-salon-polska-serwis-aso-ID6BOr6F.html
Hyundai I30 II,34500,1400,2012,65000,Benzyna,24643,otomoto.pl/oferta/hyundai-i30-1-4-benzyna-krajowy-przebieg-64-tys-oryginalny-dodatki-led-ID6BKDmQ.html
Nissan Qashqai I,36000,1461,2011,91337,Diesel,24641,otomoto.pl/oferta/nissan-qashqai-1-5-dci-salon-polska-1-wlasciciel-serwis-aso-ID6BOvBY.html
Audi A7 C7,73900,3000,2011,219000,Diesel,24633,otomoto.pl/oferta/audi-a7-3-0-tdi-quattro-matrix-led-navi-skory-bliss-serwis-pl-ID6BKCqx.html
Toyota Highlander,86000,3500,2011,114500,Hybryda,24571,otomoto.pl/oferta/toyota-highlander-drugi-wlasciciel-stan-bardzo-dobry-serwisowany-bezwypadkowy-ID6BPc1r.html
Subaru XV,49000,1995,2012,131827,Benzyna,24561,otomoto.pl/oferta/subaru-xv-2-0-manual-wesja-comfort-polski-salon-2-kpl-opon-ID6BPiwS.html
Volkswagen Golf VII,39200,1598,2014,181689,Diesel,24531,otomoto.pl/oferta/volkswagen-golf-1-6-tdi-1-wlasciciel-serwis-aso-automat-navi-xenon-ID6BOvX9.html
Opel Insignia A,49000,1998,2015,97000,Diesel,24525,otomoto.pl/oferta/opel-insignia-opel-insignia-2-0-diesel-ecco-flex-igla-ID6BPjts.html
Mazda 3 III,49000,1998,2014,112900,Benzyna,24525,otomoto.pl/oferta/mazda-3-sky-energy-bi-xenony-salon-polska-bogate-wyposazenie-dodatkowe-ID6BKb9O.html
BMW Seria 5 F10,48900,1995,2012,289000,Diesel,24511,otomoto.pl/oferta/bmw-seria-5-2-0d-automat-184-km-bezwypadkowy-serwisowany-ID6BMHtV.html
Opel Insignia A,47900,1956,2015,94478,Diesel,24489,otomoto.pl/oferta/opel-insignia-insignia-2-0-cdti-lift-94-tys-salon-cosmo-navi-bixenon-kamera-eco-full-ID6BOFNL.html
Dacia Duster,39100,1598,2019,1,Benzyna,24468,otomoto.pl/oferta/dacia-duster-1-6-sce-115km-access-kolo-zapasowe-mega-okazja-super-cena-ID6BOBDy.html
Ford Mondeo Mk4,48900,2000,2014,117750,Diesel,24450,otomoto.pl/oferta/ford-mondeo-2-0-tdci-krajowy-po-przegladzie-w-a-s-o-i-wlasciciel-ID6BJC8p.html
Kia Sportage III,48900,2000,2011,114000,Benzyna,24450,otomoto.pl/oferta/kia-sportage-idealna-sportage-2-0i-163km-panorama-led-skora-nawi-kamera-100-orygin-ID6BPjdH.html
Volkswagen Caravelle,48900,2000,2012,296000,Diesel,24450,otomoto.pl/oferta/volkswagen-caravelle-vw-caravelle-ID6BJgd4.html
Toyota Avensis III,48900,2000,2013,77419,Diesel,24450,otomoto.pl/oferta/toyota-avensis-premium-2013r-2-0-d4-d-126km-salon-pl-ID6BKXmI.html
Opel Corsa E,34145,1398,2017,20229,Benzyna+LPG,24424,otomoto.pl/oferta/opel-corsa-1-4-i-salon-polska-1-wlasciciel-serwis-aso-gaz-vat-23-ID6BNEY6.html
Mitsubishi ASX,43900,1800,2013,159000,Diesel,24389,otomoto.pl/oferta/mitsubishi-asx-4wd-super-stan-alu-caly-w-oryginale-serwis-top-gwarancja-ID6BqGXe.html
Opel Astra J,38900,1598,2015,97000,Benzyna,24343,otomoto.pl/oferta/opel-astra-krajowy-i-wlasciciel-vat-23-polecam-ID6BNyc8.html
Audi A4 B8,47900,1968,2012,194800,Diesel,24339,otomoto.pl/oferta/audi-a4-2-0-tdi-bezwypadkowy-navi-ksenon-biala-perla-ID6ABIQx.html
Volkswagen Tiguan I,47900,1968,2009,115348,Diesel,24339,otomoto.pl/oferta/volkswagen-tiguan-2-0-tdi-140km-4motion-xenon-rns-510-kamera-cofania-skorzane-fotele-ID6BHLh0.html
Volkswagen Caddy IV,47900,1968,2015,40074,Diesel,24339,otomoto.pl/oferta/volkswagen-caddy-vw-caddy-2-0-tdi-5-si-ecoprofi-ID6BOApA.html
Volvo XC 60 I,73000,3000,2013,75000,Benzyna+LPG,24333,otomoto.pl/oferta/volvo-xc-60-volvo-xc60-3-0-4x4-t6-awd-automat-benzyna-lpg-ID6BOn9G.html
Peugeot RCZ,38900,1600,2010,73223,Benzyna,24313,otomoto.pl/oferta/peugeot-rcz-2010-niski-przebieg-ID6BHIjT.html
Citroën C4 Picasso II,38900,1600,2013,162000,Diesel,24313,otomoto.pl/oferta/citroen-c4-picasso-nawigacjakamera-cofaniaasys-parkowaniaasys-pasa-ruchu-ID6BPbBR.html
Ford Mustang,89900,3700,2016,24000,Benzyna,24297,otomoto.pl/oferta/ford-mustang-3-7-v6-303km-aut-fastback-i-wlasciciel-w-polsce-ID6BuoII.html
Škoda Superb II,43700,1800,2014,196000,Benzyna,24278,otomoto.pl/oferta/skoda-superb-ID6BMHBg.html
Opel Corsa E,33986,1400,2016,72600,Benzyna,24276,otomoto.pl/oferta/opel-corsa-enjoy-krajowy-f-a-vat-pierwszy-wlasciciel-12-m-cy-gwarancji-ID6ByASa.html
Volkswagen Touareg II,72000,2967,2012,277593,Diesel,24267,otomoto.pl/oferta/volkswagen-touareg-ID6BJVl7.html
Nissan Juke,36386,1500,2011,116000,Diesel,24257,otomoto.pl/oferta/nissan-juke-navi-kamera-12-m-cy-gwarancji-ID6B5hjG.html
Volkswagen Passat B8,48500,2000,2015,174426,Diesel,24250,otomoto.pl/oferta/volkswagen-passat-wd2841k-nawigacja-serwisowany-faktura-vat-23-kombi-ID6BOEAd.html
Peugeot 308 T8,38800,1600,2016,141000,Diesel,24250,otomoto.pl/oferta/peugeot-308-polski-salon-ledy-navi-bogata-wersja-serwis-po-wym-rozrzadu-f-vat-igla-ID6BOFPq.html
Ford Mustang,119990,4951,2017,70110,Benzyna,24236,otomoto.pl/oferta/ford-mustang-5-0-421km-v8-gt-automat-salon-pl-gwarancja-fv23-ID6BPiFD.html
Fiat 500,30000,1242,2015,24083,Benzyna,24155,otomoto.pl/oferta/fiat-500-1-2-salon-polska-serwis-aso-klima-ID6BOxLA.html
Ford Focus Mk3,48300,2000,2017,22700,Benzyna,24150,otomoto.pl/oferta/ford-focus-2-0-benzyna-163km-automat-sync3-czujniki-parkowania-kamera-szyberdach-ID6BPjAq.html
Peugeot 308 T8,28900,1199,2015,95214,Benzyna,24103,otomoto.pl/oferta/peugeot-308-2016-salon-serwisowany-bogate-wyposazenie-ID6BD3XN.html
Renault Clio IV,35200,1461,2016,48525,Diesel,24093,otomoto.pl/oferta/renault-clio-1-5dci-90km-energy-life-1wlasciciel-salon-pl-aso-fv23-ID6BPcWe.html
Škoda Roomster,28900,1200,2012,68000,Benzyna,24083,otomoto.pl/oferta/skoda-roomster-salon-pl-1-wlasc-klima-bezwypadkowa-tylko-68-tys-km-serwis-2-x-kola-ID6BMNPQ.html
Hyundai ix35,48000,1995,2011,89000,Diesel,24060,otomoto.pl/oferta/hyundai-ix35-hyundai-ix35-crdi-2-0-135-kw-4x4-ID6BP9Dz.html
Hyundai i40,40900,1700,2014,145500,Diesel,24059,otomoto.pl/oferta/hyundai-i40-1-7crdi-115km-comfort-salon-pl-gwarancja-ID6BGKTz.html
Ford Kuga I,48000,1997,2011,79524,Diesel,24036,otomoto.pl/oferta/ford-kuga-2-0-tdci-titanium-1-wlasciciel-4x4-navi-klimatronic-ID6BMDjA.html
Volkswagen Tiguan I,47300,1968,2012,199000,Diesel,24035,otomoto.pl/oferta/volkswagen-tiguan-climatronic-komputer-czujniki-elektryka-alu-gwarancja-serwis-ID6BGTBD.html
Volkswagen Golf VII,38400,1598,2015,110000,Diesel,24030,otomoto.pl/oferta/volkswagen-golf-salon-polska-1-wlasciciel-serwisowany-vat-23-ID6BOoFX.html
Opel Astra J,38400,1598,2016,54957,Benzyna,24030,otomoto.pl/oferta/opel-astra-2016r-salon-pl-gwarancja-przebiegu-i-serwisu-1-wlasciciel-f-ID6BESGY.html
Jaguar XF X250,72000,3000,2012,204000,Diesel,24000,otomoto.pl/oferta/jaguar-xf-jaguar-xf-3-0d-275km-ID6BPcCi.html
BMW Seria 5 F10,72000,3000,2010,135000,Diesel,24000,otomoto.pl/oferta/bmw-seria-5-individual-530d-245-km-niski-przebieg-polski-serwis-fv-23-jak-nowy-ID6BOp4w.html
Volvo V40 II,47900,2000,2014,192000,Diesel,23950,otomoto.pl/oferta/volvo-v40-d4-190kmbi-xenonnawigacjaskoraharman-kardonpam-fotelisummum-ID6BNPjQ.html
Renault Megane III,47900,2000,2015,77000,Benzyna,23950,otomoto.pl/oferta/renault-megane-rs-sport-265-km-lift-serwis-aso-model-2015-tuning-ID6BP2Z9.html
Citroën DS5,47900,2000,2014,189000,Diesel,23950,otomoto.pl/oferta/citroen-ds5-180-km-bogata-wersja-od-osoby-prywatnej-mozliwa-zamiana-ID6BOFhp.html
BMW Seria 5 F10,47900,2000,2011,272000,Diesel,23950,otomoto.pl/oferta/bmw-seria-5-520d-automat-navi-bi-xenon-serwis-aso-ID6BK91o.html
Citroën C4 Grand Picasso II,47900,2000,2014,153550,Diesel,23950,otomoto.pl/oferta/citroen-c4-grand-picasso-inclusive-2014r-i-wlasciciel-fv23-ID6BP9z2.html
Toyota Auris II,43100,1800,2016,52000,Hybryda,23944,otomoto.pl/oferta/toyota-auris-premium-prestige-biala-perla-ID6zOXMV.html
Dacia Duster,35900,1500,2014,102500,Diesel,23933,otomoto.pl/oferta/dacia-duster-salon-pl-i-wlascic-serwis-do-konca-laureate-tempomat-klima-czujn-cof-ID6BItWy.html
Ford Fiesta Mk7,23900,1000,2014,87000,Benzyna,23900,otomoto.pl/oferta/ford-fiesta-ford-fiesta-benzyna-wersja-black-edition-klimatronic-ID6BEpeP.html
Opel Insignia A,42900,1796,2015,93636,Benzyna,23886,otomoto.pl/oferta/opel-insignia-2015r-salon-pl-gwarancja-przebiegu-i-serwisu-1-wlasciciel-f-ID6BtZ9w.html
Volvo V40 II,46999,1969,2014,196000,Diesel,23869,otomoto.pl/oferta/volvo-v40-navi-czujniki-r-desing-alu-climatronic-gwarancja-bezwypadkowy-ID6BJFyq.html
Toyota Aygo II,23820,998,2016,44861,Benzyna,23868,otomoto.pl/oferta/toyota-aygo-1-0-salon-polska-1-wlasciciel-serwis-aso-vat-23-klima-ID6BOr6M.html
Volkswagen Passat B8,47561,1995,2015,172000,Diesel,23840,otomoto.pl/oferta/volkswagen-passat-2-0-tdi-150km-skora-masaz-nawigacja-serwis-faktura-vat-23-ID6BOFf9.html
Honda Civic IX,42900,1800,2013,79000,Benzyna,23833,otomoto.pl/oferta/honda-civic-salonowa-1-8-sport-fabryczny-stan-przebieg-tylko-79t-km-kamera-led-ID6BtuYg.html
Lexus CT,42900,1800,2012,156800,Hybryda,23833,otomoto.pl/oferta/lexus-ct-navi-led-automat-okazja-ID6BPcLX.html
Volkswagen Tiguan I,46900,1968,2012,160000,Diesel,23831,otomoto.pl/oferta/volkswagen-tiguan-2-0-tdi-klima-elektryka-pdc-edc-pilnie-sprzedam-ID6BHYLx.html
Audi A4 B8,46900,1968,2012,270000,Diesel,23831,otomoto.pl/oferta/audi-a4-witam-sprzedam-audi-a4-b8-2012-177-koni-przebieg-autostradowy-ID6BOnSB.html
Volkswagen Golf VII,38100,1600,2014,124540,Diesel,23813,otomoto.pl/oferta/volkswagen-golf-variant-1-6-tdi-comfortline-skoda-auto-gazda-rybnik-ID6BP9B6.html
Audi A8 D4,99900,4200,2014,285000,Diesel,23786,otomoto.pl/oferta/audi-a8-4-2-tdi-long-385ps-masaze-matrix-pneum-model-2015-oplacony-fv23-ID6BGY5l.html
Opel Astra J,38000,1598,2013,51681,Benzyna,23780,otomoto.pl/oferta/opel-astra-1-6-16v-salon-polska-1-wlasciciel-serwis-aso-klima-ID6BNEaA.html
BMW X1 E84,47400,1995,2012,167000,Diesel,23759,otomoto.pl/oferta/bmw-x1-x-drive-climatronic-xenon-grzane-fotele-gwarancja-serwis-ID6BHFRg.html
Ford Focus Mk3,35600,1499,2015,97726,Diesel,23749,otomoto.pl/oferta/ford-focus-1-5tdci-120km-trend-1wlasciciel-salon-pl-serwis-aso-fv23-ID6BLOgr.html
Seat Ibiza IV,33000,1390,2014,38273,Benzyna,23741,otomoto.pl/oferta/seat-ibiza-1-4-16v-salon-polska-1-wlasciciel-serwis-aso-klima-ID6BOvRt.html
Renault Captur,35600,1500,2013,33000,Diesel,23733,otomoto.pl/oferta/renault-captur-model-2014-klimatyzacja-bezwypadek-ID6BLnYn.html
Mazda 3 II,37900,1598,2013,92680,Benzyna,23717,otomoto.pl/oferta/mazda-3-1-6-105-km-udok-90-tys-km-w-aso-mazda-ID6Bxmr0.html
Opel Astra J,37900,1598,2015,62000,Benzyna,23717,otomoto.pl/oferta/opel-astra-2015r-ID6BOlt6.html
Peugeot Partner II,36990,1560,2015,158030,Diesel,23712,otomoto.pl/oferta/peugeot-partner-bluehdi-100-active-2015-bluetooth-gwarancja-fvat23-ID6A9gzM.html
Volvo S80 II,56900,2400,2014,191000,Diesel,23708,otomoto.pl/oferta/volvo-s80-2-4d5215km-bi-xenon-navi-kamera-mega-full-ID6BFW77.html
Mercedes-Benz ML W164,82900,3498,2011,136480,Benzyna+LPG,23699,otomoto.pl/oferta/mercedes-benz-ml-ml-350-4-matic-ID6ByEkI.html
Volkswagen Passat B7,37800,1598,2014,182000,Diesel,23655,otomoto.pl/oferta/volkswagen-passat-variant-bluemotion-trendline-ID6BPk5z.html
Saab 9-3 II,44900,1900,2008,188000,Diesel,23632,otomoto.pl/oferta/saab-9-3-salon-polska-aero-ii-wlasciciel-bezwypadkowy-bardzo-zadbany-ID6BJIPA.html
Audi A4 B8,46500,1968,2012,190500,Diesel,23628,otomoto.pl/oferta/audi-a4-audi-a4-b8-ID6BFY52.html
Audi A4 B8,46900,1986,2014,203000,Diesel,23615,otomoto.pl/oferta/audi-a4-lift-skory-nawigacja-bezwypadkowy-serwisowany-ID6BOnF7.html
Nissan Juke,34500,1461,2012,105000,Diesel,23614,otomoto.pl/oferta/nissan-juke-nissan-juke-ID6BzDys.html
Volkswagen Jetta A6,37700,1598,2014,192000,Diesel,23592,otomoto.pl/oferta/volkswagen-jetta-1-6-tdi-105-km-i-wlasciciel-navi-serwis-ID6BNQxo.html
Porsche 911 996,84900,3600,2003,237986,Benzyna,23583,otomoto.pl/oferta/porsche-911-porsche-911-targa-ID6BPifp.html
Hyundai i20 II,32897,1396,2015,143412,Diesel,23565,otomoto.pl/oferta/hyundai-i20-salon-pl-jeden-wlasciciel-w-cenie-roczna-gwarancja-ID6BpqQu.html
Kia Sportage III,39999,1700,2013,199000,Diesel,23529,otomoto.pl/oferta/kia-sportage-1-7crdi-115km-nawi-kamera-ful-led-alu-17-oryginal-okazja-ID6BPkbG.html
Ford Mondeo Mk4,47000,1999,2013,135250,Benzyna,23512,otomoto.pl/oferta/ford-mondeo-2-0-scti-titanium-salon-polska-serwis-aso-automat-ID6BL7GC.html
Hyundai ix35,46900,1995,2012,167000,Diesel,23509,otomoto.pl/oferta/hyundai-ix35-salon-polska-bezwypadkowy-serwis-aso-automat-4x4-184-km-ID6BwoVZ.html
BMW X1 E84,46900,1995,2011,182000,Diesel,23509,otomoto.pl/oferta/bmw-x1-x-drive-4x4-2kpl-opon-bixenon-navi-duza-cz-podsufitka-org-przeb-ID6Bv8FL.html
Volkswagen Passat B7,46999,2000,2014,157863,Diesel,23500,otomoto.pl/oferta/volkswagen-passat-wd8139f-comfortline-kombi-serwisowany-ID6ByWRw.html
Volkswagen Transporter T5,47000,2000,2011,142700,Diesel,23500,otomoto.pl/oferta/volkswagen-transporter-ID6BOoBF.html
Hyundai I30 II,32900,1400,2012,94700,Benzyna,23500,otomoto.pl/oferta/hyundai-i30-i30-stan-idealny-bezwypadkowy-serwis-aso-ID6BPidH.html
Ford Mondeo Mk5,46900,1997,2015,176000,Diesel,23485,otomoto.pl/oferta/ford-mondeo-2-0-tdci-150km-salon-pl-aso-1-wl-fv-23-cena-brutto-ID6BODmo.html
Toyota Avensis III,37500,1598,2010,129874,Benzyna,23467,otomoto.pl/oferta/toyota-avensis-benzyna-134-km-czujniki-parkowania-podgrzewane-siedzenia-aso-ID6BPbC7.html
Opel Astra J,37500,1598,2014,100495,Benzyna+LPG,23467,otomoto.pl/oferta/opel-astra-1-6-16v-salon-polska-serwis-aso-gaz-navi-klima-ID6BOMhY.html
Opel Insignia A,45900,1956,2014,120000,Diesel,23466,otomoto.pl/oferta/opel-insignia-2-0-cdti-cosmo-full-opcja-maly-przebieg-oplacony-gwarancja-ID6BPgOf.html
Volvo V40 II,46500,1984,2014,220000,Diesel,23438,otomoto.pl/oferta/volvo-v40-2-0-d3-150km-polski-salon-serwisowany-w-aso-wersja-momentum-hak-ID6BzWgy.html
Peugeot Partner II,36500,1560,2015,109749,Diesel,23397,otomoto.pl/oferta/peugeot-partner-1-6-hdi-tepee-ID6BOvXW.html
BMW X6 E71,70000,2993,2010,325000,Diesel,23388,otomoto.pl/oferta/bmw-x6-bmw-x6-xdrive-30d-faktura-vat-ID6BzL0h.html
Opel Insignia A,46700,2000,2014,229580,Diesel,23350,otomoto.pl/oferta/opel-insignia-executive-2-0dci-full-opcja-navi-bixenon-ksiazka-serwis-bezwypadek-ID6BOwDB.html
Renault Clio IV,26828,1149,2015,50299,Benzyna,23349,otomoto.pl/oferta/renault-clio-1-2-16v-salon-polska-1-wlasciciel-serwis-aso-vat-23-ID6BPcUH.html
Audi A5 8T,69900,3000,2008,84326,Diesel,23300,otomoto.pl/oferta/audi-a5-optycznie-s5-lifting-model-2015-tylko-80tys-km-stan-idealny-1-wlas-ID6BODoA.html
Audi Q5 8R,69900,3000,2010,300000,Diesel,23300,otomoto.pl/oferta/audi-q5-sprzedam-audi-q5-3-0tdi-240km-s-tronic-7-biegow-ID6BPcqg.html
Toyota Prius III,41900,1800,2010,229000,Hybryda,23278,otomoto.pl/oferta/toyota-prius-100-bezwypadkowy-solar-dach-full-opcja-idealny-panorama-xenon-serwis-ID6BL1Bd.html
Ford Fiesta Mk7,28900,1242,2012,15408,Benzyna,23269,otomoto.pl/oferta/ford-fiesta-ID6BJslg.html
Hyundai I30 II,32500,1398,2012,78556,Diesel,23247,otomoto.pl/oferta/hyundai-i30-hyundai-i30-2012r-przebieg-78556-km-warto-ID6BNyL0.html
BMW Seria 3 E90,69500,2993,2007,84500,Diesel,23221,otomoto.pl/oferta/bmw-seria-3-bmw-335d-e92-salon-polska-serwis-aso-bezwypadkowy-ID6BFZ2u.html
Opel Astra J,37100,1598,2015,109105,Diesel,23217,otomoto.pl/oferta/opel-astra-krajowy-serwisowany-wd3220k-ID6BOaEV.html
Nissan Qashqai+2,33900,1461,2010,156000,Diesel,23203,otomoto.pl/oferta/nissan-qashqai-2-oplacony7osliftxenonnavikamerapanoramatekna156tys1wlasobose-ID6BPbL3.html
Peugeot 3008 I,37000,1598,2011,83190,Benzyna+LPG,23154,otomoto.pl/oferta/peugeot-3008-1-6-vti-salon-polska-serwis-aso-gaz-klima-parktronic-ID6BMrJ0.html
Mazda 3 II,37000,1598,2011,54003,Benzyna,23154,otomoto.pl/oferta/mazda-3-1-6-salon-polska-1-wlasciciel-serwis-aso-klimatronic-ID6BOvxT.html
BMW Seria 3 F30,46260,2000,2013,101000,Diesel,23130,otomoto.pl/oferta/bmw-seria-3-serwis-aso-gwar-1-rok-2-0-d-183-km-ID6zicJw.html
Škoda RAPID,36986,1600,2015,77900,Diesel,23116,otomoto.pl/oferta/skoda-rapid-active-salon-pl-pierwszy-wlasciciel-f-a-vat-12-m-cy-gwarancji-ID6BKZuN.html
Volkswagen Golf VII,36900,1598,2015,187000,Diesel,23091,otomoto.pl/oferta/volkswagen-golf-1-6tdi-110km-1-wl-salon-pl-fvat-23-gwarancja-ID6BGUkZ.html
Citroën C4 Picasso II,36900,1598,2014,162500,Diesel,23091,otomoto.pl/oferta/citroen-c4-picasso-citroen-c-4-picasso-1-6-hdi-115-km-navi-pierwszy-wlasciel-serwisowan-ID6BMIU1.html
Opel Astra J,36900,1598,2015,113608,Diesel,23091,otomoto.pl/oferta/opel-astra-krajowy-serwisowany-fv23-kr3h617-ID6Bd8YQ.html
Renault Scenic III,36900,1600,2013,201900,Diesel,23063,otomoto.pl/oferta/renault-scenic-iii-fl-1-6-dci-130km-2-kpl-kol-serwis-aso-1-wl-bose-edition-ID6BPhnc.html
Volkswagen Golf VII,36900,1600,2014,198789,Diesel,23063,otomoto.pl/oferta/volkswagen-golf-highline-16-tdi-110-km-masaze-nawigacja-tempomat-sam-parkuje-bluetooth-ID6BM7Od.html
Mercedes-Benz Klasa S W221,143000,6208,2007,33366,Benzyna,23035,otomoto.pl/oferta/mercedes-benz-klasa-s-63amg-przebieg-tylko-33-tys-km-nowa-cena-ID6BrK2k.html
Subaru XV,46000,1998,2012,88331,Diesel,23023,otomoto.pl/oferta/subaru-xv-2-0-d-salon-polska-serwis-aso-4x4-klimatronic-tempomat-ID6BMrDf.html
Škoda Roomster,32000,1390,2013,72845,Benzyna,23022,otomoto.pl/oferta/skoda-roomster-1-4-16v-salon-polska-1-wlasciciel-serwis-aso-ID6BOvyf.html
Škoda Fabia II,32000,1390,2013,9549,Benzyna,23022,otomoto.pl/oferta/skoda-fabia-1-4-16v-salon-polska-1-wlasciciel-serwis-aso-ID6BMHjf.html
Volkswagen Scirocco,32000,1390,2012,124133,Benzyna,23022,otomoto.pl/oferta/volkswagen-scirocco-1-4-tsi-salon-polska-skora-xenon-bi-xenon-klimatronic-ID6BOQ4e.html
Opel Insignia A,44999,1956,2015,156000,Diesel,23006,otomoto.pl/oferta/opel-insignia-2-komplety-kol-navi-led-nowy-rozrzad-bezwypadek-gwarancja-serwis-ID6BJEUk.html
Ford C-MAX II,46000,2000,2014,47954,Diesel,23000,otomoto.pl/oferta/ford-c-max-automat-ID6BNItk.html
Peugeot 308 CC,36800,1600,2010,184400,Benzyna,23000,otomoto.pl/oferta/peugeot-308-cc-ID6BPk8h.html
BMW X3 F25,45900,2000,2011,130000,Diesel,22950,otomoto.pl/oferta/bmw-x3-okazja-x-drive-navi-184-km-130-tys-km-hak-ID6BMSFT.html
